,name,year,rating,votes,certificate,plot,url,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
112,Dragon Age: Inquisition,2014,8.6,4.902,M,"When the Conclave is destroyed, leaving only one survivor, demons are loosed up on the world. In an attempt to restore order and save the world, the survivor--now the inquisitor-- instigates the long forgotten inquisition.",https://www.imdb.com/title/tt3763912/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
113,Tekken 7,2015,7.5,1.055,T,"After the events of Tekken 6, though Azazel was destroyed by Jin Kazama, the war between the Mishima Zaibatsu and G Corporation continues to ravage the world leading up to the final battle between Heihachi Mishima and his son, Kazuya.",https://www.imdb.com/title/tt5473860/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
114,Big Rumble Boxing: Creed Champions,2021,6.0,12.0,nan,"Do you have what it takes to be a champion? Train, fight, and win like Adonis Creed, Rocky Balboa, and more boxing legends in this knockout boxing game.",https://www.imdb.com/title/tt19246200/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
115,Fallout 3,2008,9.1,18.904,M,"Centuries following nuclear war, a teen leaves the safety of an underground vault in order to find their father, who left in hopes of creating a water purifier.",https://www.imdb.com/title/tt1073664/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
117,Mafia III,2016,7.0,4.064,M,"After the murder of his surrogate family at the hands of the Italian mafia, Vietnam War veteran Lincoln Clay seeks vengeance on those who took away the only thing that mattered to him.",https://www.imdb.com/title/tt4936406/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
118,Beyond: Two Souls,2013,8.4,11.915,M,"Live the life of Jodie Holmes, a young woman who possesses supernatural powers through her psychic link to a mysterious invisible entity.",https://www.imdb.com/title/tt2192570/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
119,Rise of the Tomb Raider,2015,8.5,9.36,M,"Lara Croft continues her late father's research, trekking across Siberia in search of the answers her father couldn't find, facing off against an ancient and ruthless shadow organisation.",https://www.imdb.com/title/tt3791072/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
120,Max Payne 3,2012,8.6,10.501,M,"The ex-cop turned private security guard for a wealthy family in Sao Paulo, Brazil finds himself thrown into a new deadly conflict.",https://www.imdb.com/title/tt1407064/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
121,A Way Out,2018,8.0,2.848,M,"Prison inmates Vincent and Leo initially clash, but after Vincent helps Leo win a fight, they warm up to each other and decide to escape together.",https://www.imdb.com/title/tt8181422/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
122,Mafia II,2010,8.5,10.355,M,"The chronicles of Vito Scalletta, a young Italian immigrant who joins the Italian mafia, but soon gets in over his head when illegal drug dealing and deception take place.",https://www.imdb.com/title/tt1181833/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
123,Dying Light,2015,8.2,4.182,M,"First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. Roam a city devastated by a mysterious virus epidemic. Scavenge for supplies, craft weapons, and face hordes of the infected.",https://www.imdb.com/title/tt3706490/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
124,Lego Dimensions,2015,7.7,998.0,E10+,"When a mysterious and powerful vortex appears in various lego worlds, Batman, Gandalf and Wyldstyle bravely jump into the vortex and travel through space and time to rescue their friends.",https://www.imdb.com/title/tt4656392/?ref_=adv_li_tt,True,True,True,False,False,False,False,False,False
125,Yakuza 0,2015,8.9,1.482,M,"Kiryu and Majima, both Yakuza's who are in different cities in Japan in 1988, as the fate of the two characters become intertwined in a gritty, violent, and often touching narrative.",https://www.imdb.com/title/tt3983144/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
126,Bully,2006,8.6,5.222,T,A troubled teen is dropped off at the worst school in the country and must survive by rising through the rankings of the school system.,https://www.imdb.com/title/tt0888006/?ref_=adv_li_tt,True,False,True,False,False,False,False,False,False
127,Quantum of Solace,2008,6.7,9.489,T,James Bond battles the evil Quantum organization as well as a new enemy.,https://www.imdb.com/title/tt1139644/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,True
128,James Bond 007: Everything or Nothing,2003,7.9,2.405,T,"007 and Serena St. Germaine discover that Katya Nadonova's project, nanobots designed to repair nuclear reactors; have been stolen by Nikolai Diavolo. Together the two set off to new Orleans and beyond to confront Diavolo.",https://www.imdb.com/title/tt0366629/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
129,Devil May Cry 5,2019,8.5,2.004,M,"Years have passed since the legions of hell have set foot in this world, but now a new demonic invasion has begun, and humanity's last hope will rest in the hands of three lone demon hunters, each offering a radically different play style.",https://www.imdb.com/title/tt8651604/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
130,Bloodborne,2015,9.2,5.444,M,"A hunter awakens in the plagued lands of Yharnam, where the denizens have succumb to beast hood, in an attempt to learn the truth and how to end the plague, unbeknownst of the true horror lurking within the city.",https://www.imdb.com/title/tt3814634/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
131,God of War II,2007,9.2,9.109,M,"After being betrayed by the gods of Olympus and annulled of his divine powers, Kratos must embark on a journey to meet the Sisters of Fate and take his revenge on Olympus.",https://www.imdb.com/title/tt0846694/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
132,Call of Duty: Black Ops II,2012,8.0,13.949,M,"Set in 2025, new unmanned machines have been taken over by Nicaraguan terrorist, Raul Menendez, forcing the U.S.A. to take action.",https://www.imdb.com/title/tt2387409/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
133,Sleeping Dogs,2012,8.3,6.907,M,"Asian-American cop Wei Shen goes undercover in Hong Kong to infiltrate a Triad organization. However, he is soon torn between his duty as a police officer and the organization he helped rise through the ranks.",https://www.imdb.com/title/tt2241982/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
134,Spider-Man 2,2004,7.8,5.225,T,Spider-Man/Peter Parker struggles between his personal life which involves Mary Jane Watson and his superhero life where he joins up with a vigilante known as Black Cat battling a series of foes including the mad Doc Ock.,https://www.imdb.com/title/tt0411906/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
135,Sekiro: Shadows Die Twice,2019,8.8,3.057,M,"Set in a reimagining of 1500s Sengoku era Japan. An unnamed shinobi, tasked with protecting a young lord of mystical lineage, who is left for dead when a powerful samurai attacks and chops off his arm.",https://www.imdb.com/title/tt8558306/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
136,Middle-Earth: Shadow of War,2017,8.2,2.607,M,"The sequel to the critically acclaimed Middle-Earth: Shadow of Mordor (2014) features an original story with the return of Talion and Celebrimbor, who must go behind enemy lines to forge an army and turn all of Mordor against the Dark Lord Sauron.",https://www.imdb.com/title/tt6579422/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
137,Overwatch,2016,8.3,4.912,T,"After a devastating war against a combat-ready team of intelligent machines known as Omnics, the former agents of the heroic team known as Overwatch must join forces once more to fight a new threat.",https://www.imdb.com/title/tt4332152/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
138,James Bond: World of Espionage,2015,6.0,172.0,nan,No Plot,https://www.imdb.com/title/tt5177694/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
139,Hitman 3,2021,8.5,1.129,M,"Together with Diana Burnwood and Lucas Grey, Agent 47 must face off against The Constant and his mysterious colleagues to take down Providence once and for all.",https://www.imdb.com/title/tt12497188/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
140,Resident Evil,1996,8.9,5.446,M,"The RPD are investigating strange cannibalized corpses on the outskirts of the city. The Alpha squad, Jill and Chris, are sent to locate missing team members. While there, mutated dogs cause them to flee into a supposedly abandoned mansion.",https://www.imdb.com/title/tt0190703/?ref_=adv_li_tt,True,False,False,False,False,False,True,False,False
141,Doom,2016,8.5,5.978,M,"On Mars, a massive research facility tapping energy from hell has been overwhelmed by demonic forces. As the last DOOM Slayer, you have been resurrected to do one thing: to cleanse this world and send them back to where they came from.",https://www.imdb.com/title/tt1799527/?ref_=adv_li_tt,True,False,False,False,False,False,False,True,False
142,Watch Dogs,2014,7.4,8.761,M,"After losing his niece in an assassination attempt, Aiden Pierce, a street-smart vigilante, uses hacking apps on his phone to take over a new operating system in Chicago to hunt the criminals that killed his niece.",https://www.imdb.com/title/tt2190152/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
143,Halo 2,2004,8.7,9.586,M,"As the alien Covenant invade Earth, the Master Chief must defend humanity's homeworld whilst discovering more about the rings called ""Halo.""",https://www.imdb.com/title/tt0357718/?ref_=adv_li_tt,True,True,False,False,False,False,False,True,False
144,Prey,2017,8.1,1.801,M,"Morgan Yu is trapped aboard a space station filled with shape-shifting aliens with no memory of how he got there. Guided by a mysterious stranger and his former self, he must set the station's self-destruct before the aliens reach Earth.",https://www.imdb.com/title/tt6528212/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
145,GTAV,2013,9.2,193.0,nan,Four very different criminals team up for a series of heists and walk into some of the most thrilling experiences in the corrupt city of Los Santos.,https://www.imdb.com/title/tt18560706/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
147,Star Wars: Battlefront II,2017,7.1,6.436,T,"A game based on the Star Wars Universe, taking place across multiple eras of the franchise.",https://www.imdb.com/title/tt5710996/?ref_=adv_li_tt,True,True,False,False,False,True,False,False,False
148,Scarface: The World Is Yours,2006,8.3,2.534,M,"Scarface the game begins during the final scene of the film, with the mansion of Tony Montana under attack from assassins sent by Alejandro Sosa. When Tony survives, his quest to kill Sosa begins.",https://www.imdb.com/title/tt0451192/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
149,Saints Row,2006,7.5,2.135,M,"In Saints Row you start as a member of the 3rd Street Saints, a gang that is under attack from three other gangs that dominate the city of Stilwater. In order to survive, you have to take over their strongholds, and kill the gang kingpins.",https://www.imdb.com/title/tt0477848/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
150,Destiny 2: The Witch Queen,2022,8.4,120.0,T,Take back the light from Savathûn in an all-new story.,https://www.imdb.com/title/tt18311442/?ref_=adv_li_tt,True,False,False,False,False,False,False,False,False
151,Metal Gear Solid,1998,9.6,11.78,M,"A crack government anti-terrorist squad takes over an obscure Alaskan nuclear disposal facility. Solid Snake is up for the task to infiltrate the facility, rescue the two hostages and thwart the terrorists' plans.",https://www.imdb.com/title/tt0180825/?ref_=adv_li_tt,True,True,False,False,False,False,False,False,False
